Location,Geographical Region,School Number,School,ENGLISH,NEPALI,MATHS,SCIENCE,SOCIAL STUDIES,HEALTH POPULATION AND ENVIRONMENT,TAP,SAP,DISTINCTION,FIRST DIVISION,SECOND DIVISION,THIRD DIVISION,PASS,FAIL,PASS PERCENT
"Jhapa, Mechi, Eastern",Terai,150,"LITTLE FLOWER ENGLISH MA VI ANARMANI, 4009",57.0,59.1,80.2,53.8,56.8,54.7,122,122,20,92,10,0,122,0,100.0
"Jhapa, Mechi, Eastern",Terai,151,"KANKAI AWASIYA ENGLISH MA VI BIRTAMOD, 4010",46.2,47.9,57.9,42.7,45.0,47.6,58,58,0,23,29,0,52,5,89.7
"Jhapa, Mechi, Eastern",Terai,152,"BIRENDRA MA VI CHANDRAGADHI, 4011",22.7,41.7,37.7,29.5,48.5,39.4,80,80,0,11,17,2,30,49,37.5
"Jhapa, Mechi, Eastern",Terai,153,"PASHUPATI MA VI RAJGADHA, 4012",25.7,39.3,31.6,31.4,36.1,39.2,164,164,0,17,37,9,63,101,38.4
"Jhapa, Mechi, Eastern",Terai,154,"BANI MA VI LAKHANPUR, 4013",18.1,35.9,30.0,24.1,37.6,37.6,137,137,0,8,19,6,33,104,24.1
"Jhapa, Mechi, Eastern",Terai,155,"JANA JAGRITI MA VI GOLDHAP, 4014",20.6,39.0,34.9,27.2,36.6,35.2,206,206,0,13,29,19,61,144,29.6
"Jhapa, Mechi, Eastern",Terai,156,"LAKSHMI MA VI BANIYANI, 4015",25.9,35.3,28.4,28.5,27.7,34.7,91,91,0,8,9,2,19,72,20.9
"Jhapa, Mechi, Eastern",Terai,157,"SIDDHARTHA BOARDING MA VI DAMAK, 4016",54.2,51.4,78.1,39.4,50.5,49.8,86,86,3,70,13,0,86,0,100.0
"Jhapa, Mechi, Eastern",Terai,158,"NARENDRA JANTA MA VI TOPGACHHI, 4017",28.4,50.6,47.8,26.6,44.4,36.0,28,28,0,4,14,2,20,8,71.4
"Jhapa, Mechi, Eastern",Terai,159,"ADARSHA MA VI BUDHABARE JAYPUR, 4018",25.5,44.7,46.0,31.1,45.1,48.8,131,131,2,21,40,5,68,63,51.9
"Jhapa, Mechi, Eastern",Terai,160,"CHULACHULI ENGLISH BOARDING MA VI DAMAK, 4019",55.1,49.0,71.8,45.0,51.1,49.8,64,64,1,52,11,0,64,0,100.0
"Jhapa, Mechi, Eastern",Terai,161,"ADARSHA VIDYAMANDIR MA VI GHAILADUBBA, 4020",29.1,40.4,38.9,31.4,47.6,32.9,41,41,0,1,26,5,32,9,78.0
"Jhapa, Mechi, Eastern",Terai,162,"DHULABARI MA VI DHULABARI, 4021",16.4,30.7,18.9,19.6,30.9,30.8,168,168,0,2,6,3,11,157,6.5
"Jhapa, Mechi, Eastern",Terai,163,"BUDDHA ADARSHA MA VI JAYPUR BUDHABARE, 4022",28.9,42.4,39.7,31.5,41.1,40.5,170,169,0,10,61,37,108,61,63.9
"Jhapa, Mechi, Eastern",Terai,164,"BALBHADRA JANTA MA VI DHAIJAN, 4023",19.4,43.9,29.0,24.1,34.8,35.7,111,111,1,6,11,2,20,91,18.0
"Jhapa, Mechi, Eastern",Terai,165,"BHRIKUTI MA VI DURGAPUR, 4024",20.5,43.3,22.6,22.9,40.3,36.2,120,119,0,7,16,1,24,95,20.2
"Jhapa, Mechi, Eastern",Terai,166,"TRIBHUWAN MA VI PANCHGACHI, 4025",24.7,41.1,32.9,19.8,36.6,29.9,76,76,0,4,15,4,23,53,30.3
"Jhapa, Mechi, Eastern",Terai,167,"GYANJYOTI MA VI GAURADAHA, 4026",48.7,64.7,80.4,53.2,57.1,57.8,29,29,7,21,1,0,29,0,100.0
"Jhapa, Mechi, Eastern",Terai,168,"MECHI JANASADHARAN MA VI BAHUNDANGI, 4027",19.3,39.2,22.9,27.9,39.6,41.9,95,95,0,5,9,2,16,79,16.8
"Jhapa, Mechi, Eastern",Terai,169,"SANISCHARE MA VI SANISCHARE, 4028",18.8,38.5,29.0,25.9,37.8,32.3,241,241,0,7,36,11,54,187,22.4
"Jhapa, Mechi, Eastern",Terai,170,"KANKAI MA VI SURUNGA, 4029",26.8,41.3,41.9,29.6,40.1,46.9,226,226,3,17,81,26,127,99,56.2
"Jhapa, Mechi, Eastern",Terai,171,"SHANTI ADARSH MA VI SHANTINAGAR, 4030",27.6,46.4,34.9,29.1,40.9,45.4,47,47,0,2,21,0,23,24,48.9
"Jhapa, Mechi, Eastern",Terai,172,"SCHOOL CHAUN MA VI MAHARANIJHORA, 4031",34.6,46.2,45.0,32.8,38.9,42.2,38,38,0,6,20,2,28,10,73.7
"Jhapa, Mechi, Eastern",Terai,173,"KHAJURGACHHI MA VI KHAJURGACHHI, 4032",19.7,33.3,27.4,20.1,36.5,35.6,67,65,0,1,12,1,14,51,21.5
"Jhapa, Mechi, Eastern",Terai,174,"JANA ADARSHA MA VI SHIVGUNJ, 4033",23.6,41.6,31.7,22.6,30.5,42.7,211,211,1,10,41,4,56,155,26.5
"Jhapa, Mechi, Eastern",Terai,175,"GAURIGUNJ MA VI GAURIGUNJ, 4034",25.7,38.3,36.8,24.1,42.5,36.2,75,75,0,7,21,6,34,41,45.3
"Jhapa, Mechi, Eastern",Terai,176,"JANATA MA VI GAURADAHA, 4035",24.6,46.5,41.1,29.9,42.4,42.8,117,117,0,15,33,2,50,67,42.7
"Jhapa, Mechi, Eastern",Terai,177,"BHADRAKALI MA VI KOHABARA, 4036",27.3,43.6,39.6,25.9,32.2,41.1,46,46,0,2,16,3,21,25,45.7
"Jhapa, Mechi, Eastern",Terai,178,"AMAR MA VI BAIGUNDHURA, 4037",25.2,48.4,37.7,17.6,41.9,30.9,39,39,0,3,4,0,7,32,17.9
"Jhapa, Mechi, Eastern",Terai,179,"DHUKURPANI MA VI DHUKURPANI, 4038",23.3,41.0,26.3,22.9,38.4,35.8,87,87,0,2,19,2,23,64,26.4
"Jhapa, Mechi, Eastern",Terai,180,"MAHENDRA RATNA MA VI TOPGACHHI, 4039",32.1,44.2,27.4,29.5,43.1,40.4,97,97,0,11,23,0,34,63,35.1
"Jhapa, Mechi, Eastern",Terai,181,"HIMALAYA MA VI DAMAK, 4040",21.3,38.0,30.4,19.7,37.2,42.3,228,228,0,18,36,0,54,174,23.7
"Jhapa, Mechi, Eastern",Terai,182,"HALDIBARI MA VI HALDIBARI, 4041",22.2,46.4,31.4,28.8,39.7,43.4,158,158,1,13,45,1,60,98,38.0
"Jhapa, Mechi, Eastern",Terai,183,"RASTRIYA RAMANIYA ADARSHA MA VI DUDHE, 4042",26.8,41.2,40.5,25.9,39.5,42.5,90,90,1,5,30,9,45,45,50.0
"Jhapa, Mechi, Eastern",Terai,184,"ARANIKO MA VI MAHESHPUR, 4043",29.3,46.6,42.8,30.8,40.9,43.8,44,44,0,4,25,1,30,14,68.2
"Jhapa, Mechi, Eastern",Terai,185,"ADARSHA MA VI AYABARI KAKARVITTA, 4044",23.5,41.3,39.3,31.7,44.0,29.7,146,146,1,17,35,12,65,81,44.5
"Jhapa, Mechi, Eastern",Terai,186,"DEEP JYOTI VIDYAMANDIR MA VI ARJUNDHARA, 4045",53.6,56.0,72.7,51.4,48.8,53.3,52,52,2,36,14,0,52,0,100.0
"Jhapa, Mechi, Eastern",Terai,187,"JANTA MA VI SARANAMATI, 4046",27.2,39.1,38.1,31.2,38.6,37.6,106,105,0,8,48,9,65,40,61.9
"Jhapa, Mechi, Eastern",Terai,188,"SARASWOTI MA VI ETABHATTA DAMAK, 4047",25.7,48.7,36.5,28.7,38.0,38.0,199,198,0,15,67,7,89,109,44.9
"Jhapa, Mechi, Eastern",Terai,189,"SINGH DEVI MA VI DAMAK SANOBARGHARE, 4048",21.1,44.5,35.6,25.1,34.4,33.2,63,63,0,4,19,2,25,38,39.7
"Jhapa, Mechi, Eastern",Terai,190,"PUHATU JANJYOTI MA VI CHANDRAGADHI, 4049",25.3,46.7,33.6,27.6,40.2,42.3,72,72,0,7,22,0,29,43,40.3
"Jhapa, Mechi, Eastern",Terai,191,"KAKARVITTA MA VI KAKARVITTA, 4050",24.6,37.7,39.0,29.3,34.4,37.3,125,125,0,10,33,14,57,68,45.6
"Jhapa, Mechi, Eastern",Terai,192,"JANATA MA VI KHUDUNABARI, 4051",22.4,39.3,37.3,26.5,40.8,42.6,97,97,0,3,30,9,42,55,43.3
"Jhapa, Mechi, Eastern",Terai,193,"SARASWATI MA VI RANGAPUR, 4052",18.0,38.5,32.4,27.3,40.0,36.6,77,77,0,7,7,0,14,63,18.2
"Jhapa, Mechi, Eastern",Terai,194,"PHULBARI MA VI CHAKCHAKI, 4053",20.7,36.3,27.1,25.3,41.0,29.9,110,110,0,3,20,1,24,85,21.8
"Jhapa, Mechi, Eastern",Terai,195,"MAHENDRA MA VI JALTHAL, 4054",18.5,42.0,20.5,25.3,33.1,39.0,156,156,0,3,26,0,29,127,18.6
"Jhapa, Mechi, Eastern",Terai,196,"MAHENDRA JYOTI MA VI GARAMANI, 4055",21.9,38.1,30.8,22.7,36.6,35.1,69,69,0,5,11,6,22,47,31.9
"Jhapa, Mechi, Eastern",Terai,197,"SAHID DHARMABHAKTA MA VI TOPGACHHI, 4056",26.0,38.2,36.0,28.1,36.1,42.1,133,133,0,12,41,6,59,74,44.4
"Jhapa, Mechi, Eastern",Terai,198,"BHANU MA VI LALJHODA, 4057",23.9,44.0,36.6,27.6,40.5,38.4,94,94,1,10,20,3,34,59,36.2
"Jhapa, Mechi, Eastern",Terai,199,"BHANU MA VI BAHUNDANGI, 4058",20.5,36.0,22.5,23.0,36.2,37.9,147,146,0,2,27,0,29,116,19.9
"Jhapa, Mechi, Eastern",Terai,200,"BAL KALYAN MA VI KUNJIBARI, 4059",23.0,47.4,29.1,19.2,38.9,34.6,57,57,0,2,12,1,15,42,26.3
"Jhapa, Mechi, Eastern",Terai,201,"SANGBED SAN MA VI CHARPANE, 4060",43.8,34.2,21.7,36.2,21.7,31.7,6,6,0,0,0,0,0,6,0.0
"Jhapa, Mechi, Eastern",Terai,202,"CHAMPAPUR MA VI GHAILADUBBA, 4061",23.7,44.6,32.7,30.8,41.6,38.4,41,41,0,4,14,2,20,21,48.8
"Jhapa, Mechi, Eastern",Terai,203,"PATHARIYA MA VI PATHARIYA, 4062",21.5,47.9,35.8,33.6,45.9,39.4,95,95,0,9,21,1,31,64,32.6
"Jhapa, Mechi, Eastern",Terai,204,"SHARADA SHISHU SADAN MA VI DHULABARI, 4063",47.8,43.9,56.4,41.7,53.9,46.4,38,38,4,11,20,0,35,3,92.1
"Jhapa, Mechi, Eastern",Terai,205,"GADI GAUN MA VI SHANTINAGAR, 4064",28.5,41.6,35.6,32.0,38.1,45.1,82,82,0,7,32,5,44,38,53.7
"Jhapa, Mechi, Eastern",Terai,206,"FIVE STAR ENGLISH BOARDING SCHOOL DHULABARI, 4065",44.1,41.3,60.6,36.3,52.3,44.9,28,28,0,14,8,0,22,6,78.6
"Jhapa, Mechi, Eastern",Terai,207,"MECHI AWASIYA MA VI DAMAK, 4066",43.1,47.7,64.3,33.9,51.2,45.4,72,72,0,37,35,0,72,0,100.0
"Jhapa, Mechi, Eastern",Terai,208,"BIDUR ENGLISH BOARDING SCHOOL BHADRAPUR, 4067",47.5,52.5,68.6,51.3,57.0,52.9,47,47,2,33,11,0,46,1,97.9
"Jhapa, Mechi, Eastern",Terai,209,"EVEREST BOARDING HIGH SCHOOL DAMAK, 4068",57.4,61.0,62.1,48.7,53.5,46.4,29,29,1,25,3,0,29,0,100.0
"Jhapa, Mechi, Eastern",Terai,210,"GYANODAYA SHIKSHYA NIKETAN MA VI DHULABARI, 4069",21.5,39.6,22.1,21.1,40.9,38.4,15,15,0,1,1,0,2,13,13.3
"Jhapa, Mechi, Eastern",Terai,211,"BALKALYAN AWASIYA MA VI CHARPANE, 4070",49.6,55.7,65.5,52.2,50.3,57.0,36,36,1,26,7,0,34,2,94.4
"Jhapa, Mechi, Eastern",Terai,212,"PRAGYAN ACADEMY CHANDRAGADHI, 4071",32.9,54.8,50.7,41.9,54.1,44.6,49,49,3,15,18,0,36,13,73.5
"Jhapa, Mechi, Eastern",Terai,213,"ARJUNDHARA SAN ADARSHA MA VI ARJUNDHARA, 4072",24.9,40.1,38.6,28.0,38.8,36.9,20,20,0,2,5,2,9,11,45.0
"Jhapa, Mechi, Eastern",Terai,214,"PASHUPATI BOARDING SCHOOL KAKARVITTA, 4073",58.4,49.5,67.2,49.4,45.5,51.0,23,23,0,16,6,0,22,1,95.7
"Jhapa, Mechi, Eastern",Terai,215,"MOUNT EVEREST MA VI GAURADAHA, 4074",54.6,60.0,69.6,47.7,53.9,56.5,45,45,13,20,10,0,43,2,95.6
"Jhapa, Mechi, Eastern",Terai,216,"SIDDHARTHA SHISHU SADAN BHADRAPUR, 4075",63.1,57.4,68.6,49.7,50.3,44.9,43,43,0,34,9,0,43,0,100.0
"Jhapa, Mechi, Eastern",Terai,217,"KALISTHAN MA VI SANISCHARE, 4076",22.0,36.7,28.8,21.7,38.6,45.9,81,81,0,3,13,5,21,60,25.9
"Jhapa, Mechi, Eastern",Terai,218,"SHAHID DASHARATH MA VI DUWAGADI-4, 4077",20.9,43.4,26.3,25.2,34.9,33.6,209,208,0,7,37,5,49,159,23.6
"Jhapa, Mechi, Eastern",Terai,219,"LALPANI MA VI SHIVAGANJ-5, 4078",22.2,37.8,36.2,25.9,35.6,39.2,93,93,0,1,26,9,36,57,38.7
"Jhapa, Mechi, Eastern",Terai,220,"MAHANANDA SHIKSHA SADAN BUDHABARE-9, 4079",59.6,53.0,74.8,49.4,58.1,49.6,31,31,5,18,7,0,30,1,96.8
"Jhapa, Mechi, Eastern",Terai,221,"HARIKUL MODEL HIGH SCHOOL SURUNGA-5, 4080",54.1,52.3,75.1,46.3,57.1,50.4,47,47,4,32,10,0,46,1,97.9
"Jhapa, Mechi, Eastern",Terai,222,"SURYODAYA ENGLISH SCHOOL DAMAK-11, 4081",51.8,57.2,81.4,54.8,49.3,51.2,82,82,8,71,3,0,82,0,100.0
"Jhapa, Mechi, Eastern",Terai,223,"PANINI MA VI DAMAK-15, 4082",23.4,38.5,35.1,29.2,31.1,34.1,57,57,0,6,17,3,26,31,45.6
"Jhapa, Mechi, Eastern",Terai,224,"DHRUBA TARA RESIDENTIAL SECONDARY SCHOOL DUDHE, 4083",40.7,45.9,54.4,29.7,47.0,46.0,57,56,0,21,27,0,48,8,85.7
"Jhapa, Mechi, Eastern",Terai,225,"KAMALA MADAN ASRIT SMRITI H. S. SCHOOL TOPAGACHHI-8, 4085",28.5,44.6,29.1,28.7,43.4,40.8,63,63,0,5,20,4,29,34,46.0
"Jhapa, Mechi, Eastern",Terai,226,"CHETANA MA VI SHIVAGANJ, 4086",43.4,56.3,49.2,26.3,41.7,50.8,23,23,0,12,2,0,14,9,60.9
"Jhapa, Mechi, Eastern",Terai,227,"MECHI ENGLISH HIGH SCHOOL BHADRAPUR, 4087",53.4,43.1,43.7,34.9,38.1,32.6,9,9,0,1,5,1,7,2,77.8
"Jhapa, Mechi, Eastern",Terai,228,"NORTH POINT ENGLISH BOARDING SCHOOL KAKARBHITTA-8, 4088",52.6,45.6,63.4,46.6,48.5,47.6,70,70,1,38,27,1,67,3,95.7
"Jhapa, Mechi, Eastern",Terai,229,"EMERALD ACADEMY PRATISTHAN SCHOOL BHADRAPUR-11, 4089",50.1,52.3,72.7,56.2,60.1,57.0,58,58,3,44,11,0,58,0,100.0
"Jhapa, Mechi, Eastern",Terai,230,"SHISHU NIKETAN ENGLISH SCHOOL BHADRAPUR, 4090",50.8,46.8,57.7,31.5,40.6,34.5,24,24,0,4,12,0,16,8,66.7
"Jhapa, Mechi, Eastern",Terai,231,"GLOBAL EDUCATIONAL ACADEMY DAMAK-11, 4091",48.5,48.4,69.7,43.8,38.7,43.9,31,31,0,17,10,0,27,4,87.1
"Jhapa, Mechi, Eastern",Terai,232,"PASHUPATI ENGLISH MA VI SURUNGA, 4092",54.8,53.0,81.1,50.2,57.3,54.7,75,75,8,62,5,0,75,0,100.0
"Jhapa, Mechi, Eastern",Terai,233,"DIBYA RATNA AWASIYA MA VI GHAILADUBA-5, 4093",40.1,39.8,44.1,29.5,43.5,41.8,26,26,0,8,7,1,16,10,61.5
"Jhapa, Mechi, Eastern",Terai,234,"BHANU MA VI ARJUNDHARA, 4094",19.4,40.7,30.6,26.1,42.0,39.2,61,61,0,2,14,1,17,44,27.9
"Jhapa, Mechi, Eastern",Terai,235,"SWASTIKA SHISHU SADAN MA VI SHANISCHARE, 4095",49.0,53.2,57.3,48.9,62.8,44.5,22,22,0,14,8,0,22,0,100.0
"Jhapa, Mechi, Eastern",Terai,236,"LAXMI NARAYAN MA VI DHARAMPUR-8, 4096",29.4,43.2,39.2,32.4,39.2,42.6,79,79,1,11,30,3,45,34,57.0
"Jhapa, Mechi, Eastern",Terai,237,"BIR AMAR SINGH MA VI CHARPANE, 4097",22.0,43.5,36.0,23.3,31.5,39.0,83,83,1,6,14,1,22,61,26.5
"Jhapa, Mechi, Eastern",Terai,238,"PURBANCHAL ENGLISH BOARDING SECONDARY SCHOOL DAMAK, 4098",46.2,51.0,76.4,51.9,39.2,43.6,15,15,0,13,2,0,15,0,100.0
"Jhapa, Mechi, Eastern",Terai,239,"HIMALAYAN ENGLISH ACADEMY BAHUNDANGI, 4099",23.3,40.7,42.5,30.7,41.0,35.8,15,15,0,1,5,0,6,9,40.0
"Jhapa, Mechi, Eastern",Terai,240,"OASIS ACADEMY BHUTANESE REFUGEE CAMP TIMAI, 4100",39.5,39.0,40.3,28.1,40.0,40.1,188,188,0,18,89,14,121,67,64.4
"Jhapa, Mechi, Eastern",Terai,241,"NEW HORIZON ACADEMY BHUTANESE REFUGEE CAMP SANISCHA, 4101",42.9,38.7,34.9,20.1,48.9,37.0,328,328,0,28,104,10,142,186,43.3
"Jhapa, Mechi, Eastern",Terai,242,"SUN RISE ACADEMY BHUTANESE REFUGEE CAMP KHUDUNABARI, 4102",35.7,40.7,39.2,31.4,41.4,43.7,179,178,0,9,101,13,123,54,69.1
"Jhapa, Mechi, Eastern",Terai,243,"TRI-RATNA SECONDARY SCHOOL BHUTANESE REFUGEE CAMP BE, 4103",37.9,37.6,35.4,24.6,42.4,45.6,199,199,0,16,70,11,97,102,48.7
"Jhapa, Mechi, Eastern",Terai,244,"PRAGATI SECONDARY ENGLISH BOARDING SCHOOL SHANISCHAR, 4104",50.2,52.4,52.6,47.1,59.4,41.8,34,34,0,16,14,0,30,4,88.2
"Jhapa, Mechi, Eastern",Terai,245,"JYOTI ENGLISH BOARDING SCHOOL BUDHABARE, 4105",59.8,53.1,64.2,50.5,57.6,47.3,40,40,5,23,10,0,38,2,95.0
"Jhapa, Mechi, Eastern",Terai,246,"SURYODAYA ENGLISH BOARDING SCHOOL KAKARVITTA, 4106",48.4,41.7,54.3,40.9,47.1,43.5,34,34,0,9,23,0,32,2,94.1
"Jhapa, Mechi, Eastern",Terai,247,"EASTERN STAR ENGLISH BOARDING SCHOOL DAMAK, 4107",44.9,49.8,60.4,44.6,41.2,41.5,39,39,0,18,19,0,37,2,94.9
"Jhapa, Mechi, Eastern",Terai,248,"JYAMIR GADHI MA VI JYAMIRGADHI, 4108",21.9,33.3,32.3,20.0,30.9,32.5,52,51,0,1,12,0,13,38,25.5
"Jhapa, Mechi, Eastern",Terai,249,"ARUNODYA AWASIYA SECONDARY SCHOOL KAKARVITTA, 4109",24.1,35.0,33.3,25.8,33.9,33.2,34,33,0,0,14,1,15,18,45.5
"Jhapa, Mechi, Eastern",Terai,250,"BISHWA JYOTI SECONDARY BOARDING SCHOOL HALDIBARI, 4110",32.3,56.3,25.9,28.0,34.3,41.9,9,9,0,0,5,0,5,4,55.6
"Jhapa, Mechi, Eastern",Terai,251,"BIRAT JYOTI ENGLISH BOARDING SECONDARY SCHOOL ANARMAN, 4111",52.0,54.6,73.4,42.5,46.7,54.8,50,50,3,31,15,0,49,1,98.0
"Jhapa, Mechi, Eastern",Terai,252,"BLOOMING LOTUS ENGLISH SCHOOL BHUTANESE REFUGEE CAM, 4112",36.7,43.6,48.4,28.9,44.9,40.6,214,214,1,42,106,16,165,49,77.1
"Jhapa, Mechi, Eastern",Terai,253,"GYANJYOTI MA VI CHANDRAGADI, 4113",27.0,45.3,33.5,31.5,40.7,43.2,53,53,0,9,15,0,24,29,45.3
"Jhapa, Mechi, Eastern",Terai,254,"GOLDEN SUNRISE ENGLISH SCHOOL GAURADAHA, 4114",51.1,63.1,77.2,50.9,54.1,54.9,20,20,4,13,2,0,19,1,95.0
"Jhapa, Mechi, Eastern",Terai,255,"LALIMA BOARDING SCHOOL TOPGACHHI, 4115",46.4,53.1,68.2,43.0,49.2,50.0,20,20,2,12,4,0,18,2,90.0
"Jhapa, Mechi, Eastern",Terai,256,"DIVYAJYOTI MA VI RAJGADH, 4116",31.9,43.6,54.1,43.4,43.8,42.3,32,32,0,11,10,0,21,11,65.6
"Jhapa, Mechi, Eastern",Terai,257,"KACHAN KAWAL VIDYA MANDIR MA VI BANIYANI, 4117",32.7,38.0,39.5,28.1,30.7,34.3,19,19,0,1,9,1,11,8,57.9
"Jhapa, Mechi, Eastern",Terai,258,"JANATA MA VI BAHUNDANGI, 4118",15.3,33.5,18.1,21.9,33.7,37.6,86,86,0,1,5,0,6,80,7.0
"Jhapa, Mechi, Eastern",Terai,259,"LITTLE ANGELS' BOARDING SCHOOL DUHAGADI, 4119",53.6,66.0,62.5,45.8,50.5,52.4,20,20,3,5,12,0,20,0,100.0
"Jhapa, Mechi, Eastern",Terai,260,"EAST HORIZON ENGLISH MA VI MECHI NAGAR, 4120",48.8,56.5,75.0,48.4,61.7,52.4,62,62,7,43,11,0,61,1,98.4
"Jhapa, Mechi, Eastern",Terai,261,"NAWA KIRAN VIDYA MANDIR SHIVAGANJ, 4121",53.9,58.8,62.7,28.4,45.7,54.4,29,29,2,17,3,0,22,7,75.9
"Jhapa, Mechi, Eastern",Terai,262,"NAVODAYA MA VIDHYA MANDIR TOPGACHHI, 4122",44.1,62.4,65.3,46.3,58.2,53.3,26,26,4,15,6,0,25,1,96.2
"Jhapa, Mechi, Eastern",Terai,263,"GYAN JYOTI ENGLISH MA VI RAJGADH, 4123",44.7,50.9,61.1,49.8,47.9,51.5,80,80,2,47,28,0,77,3,96.3
"Jhapa, Mechi, Eastern",Terai,264,"CHANDRA BHANU JYOTI MA VI PRITHVINAGAR, 4124",24.2,36.4,23.1,22.8,36.5,31.8,58,58,0,0,9,1,10,48,17.2
"Jhapa, Mechi, Eastern",Terai,265,"DEVKOTA MA VI KHAJURGACHHI-6, 4127",34.2,50.5,45.6,33.9,45.5,44.6,27,27,0,5,20,0,25,2,92.6
"Jhapa, Mechi, Eastern",Terai,266,"BALNIKUNJA MA VI SATASHIDHAM, 4128",25.7,40.2,34.0,21.1,41.9,37.7,50,50,0,0,11,7,18,32,36.0
"Jhapa, Mechi, Eastern",Terai,267,"PRATIVA NAMUNA MA VI KHUDUNABARI, 4129",37.1,49.4,52.1,41.9,49.9,38.5,62,62,1,27,22,2,52,10,83.9
"Jhapa, Mechi, Eastern",Terai,268,"MAKALU MA VI MAHARANIJHODA SCHOOLCHOUN, 4130",45.5,48.0,57.0,31.1,38.5,46.0,41,41,0,14,22,0,36,5,87.8
"Jhapa, Mechi, Eastern",Terai,269,"JANATA MA VI BALUBATHAN KOHABARA, 4131",27.1,46.8,32.0,29.7,35.6,39.9,33,33,0,1,14,1,16,17,48.5
"Jhapa, Mechi, Eastern",Terai,270,"BHAGAWATI MA VI SHIVGANJ BANGDANDA, 4132",25.5,42.7,42.1,26.7,42.0,42.5,50,50,0,3,20,6,29,21,58.0
"Jhapa, Mechi, Eastern",Terai,271,"KAVI SHIROMANI MA VI MECHINAGAR, 4133",18.8,38.1,30.8,25.2,40.3,34.4,108,108,0,3,12,5,20,88,18.5
"Jhapa, Mechi, Eastern",Terai,272,"BHANU SMRITI AWASIYA MA VI BHADRAPUR, 4134",34.3,47.3,51.7,26.9,39.8,35.3,43,43,1,5,19,4,29,14,67.4
"Jhapa, Mechi, Eastern",Terai,273,"NAMUNA ENGLISH MA VI CHAKCHAKI, 4135",28.5,41.6,34.1,28.5,44.1,34.8,52,52,0,6,14,2,22,30,42.3
"Jhapa, Mechi, Eastern",Terai,274,"GYAN SAROVAR NIKETAN MA VI PRITHVINAGAR, 4136",31.5,49.0,49.7,30.7,42.6,45.9,52,52,0,9,36,2,47,5,90.4
"Jhapa, Mechi, Eastern",Terai,275,"GYANKUNJ ACADEMY MA VI GAURIGANJ, 4137",54.8,64.8,85.3,52.7,62.3,58.0,20,20,4,16,0,0,20,0,100.0
"Jhapa, Mechi, Eastern",Terai,276,"WONDERLAND ENGLISH BOARDING SCHOOL BANIYANI, 4138",35.7,42.1,35.5,30.9,28.7,38.7,26,26,0,6,5,0,11,15,42.3
"Jhapa, Mechi, Eastern",Terai,277,"MOTHERLAND ENGLISH BOARDING SCHOOL DAMAK-10, 4139",50.7,61.3,83.5,56.1,52.5,47.0,24,24,2,21,0,0,23,1,95.8
"Jhapa, Mechi, Eastern",Terai,278,"CHILDREN GARDEN ENGLISH SCHOOL JALTHAL-4, 4140",39.3,55.1,53.6,39.1,40.3,48.9,20,20,0,7,11,0,18,2,90.0
"Jhapa, Mechi, Eastern",Terai,279,"PATHIBHARA SHIKSHA SADAN DUWAGADI CHARALI, 4141",53.2,58.4,60.6,36.9,52.7,49.2,19,19,0,8,8,0,16,3,84.2
"Jhapa, Mechi, Eastern",Terai,280,"BIBHUTI VIDYA MANDIR ENGLISH SCHOOL CHANDRAGADI-6, 4143",49.7,60.7,76.5,54.6,60.5,54.1,57,57,8,46,3,0,57,0,100.0
"Jhapa, Mechi, Eastern",Terai,281,"BIDHYAPANI MA VI PATHARIYA-9, 4144",37.2,52.4,49.7,43.7,57.3,44.9,43,43,0,20,18,1,39,4,90.7
"Jhapa, Mechi, Eastern",Terai,282,"MECHI SHIKSHA NIKETAN MECHINAGAR-12, 4145",26.3,42.9,40.4,29.9,49.6,26.7,7,7,0,2,2,0,4,3,57.1
"Jhapa, Mechi, Eastern",Terai,283,"BHANU MA VI DHARAMPUR, 4146",28.0,42.6,29.9,29.2,38.3,38.8,42,42,0,4,11,2,17,25,40.5
"Jhapa, Mechi, Eastern",Terai,284,"RUDRA MEMORIAL ENGLISH AWASIYA MA VI ANARMANI, 4147",51.6,57.1,71.0,52.4,49.8,48.7,11,11,0,10,1,0,11,0,100.0
"Jhapa, Mechi, Eastern",Terai,285,"NAMUNA ENGLISH SCHOOL JUROPANI-5 GWALDUBBA, 4149",50.6,59.4,68.7,46.0,59.8,53.8,25,24,7,11,4,0,22,2,91.7
"Jhapa, Mechi, Eastern",Terai,286,"GEOFFREY ENGLISH SCHOOL DHARAMPUR, 4150",56.5,48.5,42.9,42.6,53.5,44.0,31,31,0,15,10,0,25,6,80.6
"Jhapa, Mechi, Eastern",Terai,287,"PASHUPATI SANSKRIT MA VI DAMAK, 4151",20.3,47.2,29.6,27.0,36.4,36.1,29,29,0,0,9,0,9,20,31.0
"Jhapa, Mechi, Eastern",Terai,288,"MARIGOLD ACADEMY BHUTANESE REFUGEE CAMP BALDANGI-II E, 4153",38.5,46.7,37.2,28.9,42.4,41.3,129,129,0,9,64,10,83,46,64.3
"Jhapa, Mechi, Eastern",Terai,289,"GREEN VALE ACADEMY BHUTANESE REFUGEE CAMP BELDANGI I, 4154",35.1,46.3,32.2,27.6,41.7,35.7,348,348,0,23,123,24,170,178,48.9
